"word","lemma"
"Dabei","dabei"
"Dächer","Däch"
"Daches","Dach"
"Dachgeschoss","Dachgeschoß"
"Dachsxgröge","Dachsxgrögen"
"dachten","denken"
"Dachterasse","Dachterassen"
"Dachterrasse","Dachterrassen"
"Dadurch","dadurch"
"Dafür","dafür"
"Daheim","daheim"
"Daher","daher"
"Damals","damals"
"Damen","Dame"
"Damit","damit"
"dance","danc"
"Dance","Danc"
"dancing","dancehen"
"Dänisches","Dänisch"
"dank","dinken"
"Dank","dank"
"Danke","Danken"
"dankenswerter","dankenswert"
"Dann","dann"
"dannschreibe","dannschreiben"
"Darauf","darauf"
"darfst","darfsen"
"Darin","darin"
"Dartsscheibe","Dartsscheiben"
"Darüber","darüber"
"Darüberhinaus","darüberhinaus"
"Darum","darum"
"das","der"
"das","der"
"das","der"
"das","der"
"das","der"
"das","der"
"das","der"
"Das","der"
"DAS","der"
"dass","daß"
"Dass","daß"
"daß","dessen"
"dassdie","dassder"
"dasselbe","dasselben"
"date","daen"
"dates","dat"
"Dating","Datehen"
"Dauerduscher","Dauerdusch"
"dauerhaft","dauerhafen"
"dauerhafte","dauerhafen"
"dauert","dauern"
"Davon","davon"
"daylight","daylighen"
"Dazu","dazu"
"dazugehörige","dazugehörigen"
"dazugehöriger","dazugehörig"
"dazugesellst","dazugesellsen"
"DDie","Dder"
"Deadline","Deadlin"
"dealing","dealehen"
"debattiert","debattieren"
"Deborah","Deborehen"
"decke","deck"
"Decke","Deck"
"Deckenhöhe","Deckenhöhen"
"deckenhoher","deckenhoh"
"deckenhohes","deckenhoch"
"Déco","déco"
"decor","decören"
"decorating","decoratehen"
"deepe","deep"
"definiert","definieren"
"Dein","dein"
"deine","dein"
"Deine","Dein"
"deinem","dein"
"Deinem","Dein"
"deinen","dein"
"Deinen","dein"
"deiner","dein"
"Deiner","Dein"
"deines","dein"
"Deines","Dein"
"deins","dein"
"dekoriert","dekorieren"
"dem","der"
"dem","der"
"dem","der"
"dem","der"
"dem","der"
"dem","der"
"dem","der"
"Dem","der"
"DEM","Dem"
"Dementsprechend","dementsprechend"
"Demnach","demnach"
"demnächst","demnachsen"
"Demnächst","demnächst"
"demselben","derselbe"
"den","der"
"Den","der"
"DEN","der"
"denen","der"
"denke","denken"
"denkmalgeschützt","denkmalgeschützen"
"denkst","denken"
"denkt","denken"
"denn","dennen"
"Denn","denn"
"Dennoch","dennoch"
"dennötigsten","dennötigsen"
"denzentralen","denzentral"
"dependable","dependabel"
"deporte","deporen"
"Der","der"
"DER","der"
"Derendinger","Derending"
"derselben","dieselbe"
"Derzeit","derzeit"
"derzeitige","derzeitig"
"des","der"
"Des","der"
"describing","describehen"
"Deshalb","deshalb"
"designer","design"
"despite","despien"
"Despite","Despien"
"dessert","dessern"
"Deswegen","deswegen"
"deutliche","deutlich"
"Deutsch","deutsch"
"deutsche","deutsch"
"deutschen","deutsch"
"Dicer","Dic"
"Dich","du"
"dicht","dechen"
"die","der"
"Die","der"
"DIE","der"
"Diejenigen","diejenigen"
"Diele","Diel"
"Dienächstgelegene","Dienächstgelegen"
"Dienstag","Dienstiegen"
"Dienste","Dienst"
"Diensten","Dienst"
"diensthabende","diensthabend"
"dient","dienen"
"Dies","dies"
"diese","dies"
"Diese","dies"
"diesem","dies"
"diesen","dies"
"Diesen","dies"
"dieser","dies"
"Dieser","dies"
"dieses","dies"
"Dieses","dies"
"diferentes","diferent"
"different","differenen"
"Different","Differenen"
"differentrealities","differentrealiteisen"
"digitale","digital"
"diiiirekt","diiiireken"
"DIn","Din"
"Ding","Dehen"
"Dinge","Dingen"
"dining","dinehen"
"Dining","Dinehen"
"dinner","dinn"
"Dinner","Dinn"
"dinnertable","dinnertabel"
"Dir","Du"
"direct","direcen"
"Direkt","direkt"
"DIREKT","direkt"
"direkte","direken"
"Direkte","direkt"
"direktem","direkt"
"direkten","direken"
"direkter","direkt"
"dirket","dirken"
"Discover","Discov"
"discuss","discuß"
"disfrute","disfruen"
"dishes","dish"
"dishwasher","dishwash"
"diskriminierende","diskriminierend"
"diskriminierendes","diskriminierende"
"Diskriminierendes","Diskriminierende"
"Diskussionen","Diskussion"
"Diskutieren","diskutieren"
"diskutiert","diskutieren"
"dislike","dislik"
"disponible","disponibel"
"distance","distanc"
"Distances","Distanc"
"Divers","Diver"
"diverse","divers"
"Diverse","divers"
"diversem","divers"
"diversen","divers"
"DKüche","DKüch"
"Doch","doch"
"doctorate","doctoraen"
"dodge","dodg"
"dog","diehen"
"doing","doehen"
"Dokumente","Dokumenen"
"doll","dellen"
"Donalds","Donald"
"dónde","dónd"
"Dönerimbiss","Dönerimbiß"
"Donnerstags","Donnerstag"
"door","doören"
"doppelflügelige","doppelflügeligen"
"Doppelhaushälfte","Doppelhaushälfen"
"doppeltes","doppelt"
"dopple","dopplen"
"Dörfer","Dörf"
"Dorfmitte","Dorfmitten"
"dormitories","dormitoreisen"
"Dort","dort"
"Dorthin","dorthin"
"double","doubel"
"Dran","dran"
"Draußen","draußen"
"dream","dreommen"
"dreht","drehen"
"Drei","drei"
"Dreier","dreier"
"dreifach","dreifechen"
"dreimonatige","dreimonatigen"
"dreizehn","dreizehnen"
"dringende","dringend"
"dringt","dringen"
"drinking","drinkehen"
"Drinnies","Drinneisen"
"dritt","dreiten"
"dritte","dritt"
"dritter","dritt"
"drive","driv"
"drives","driv"
"Drogeriemarkt","Drogeriemarken"
"Drucker","Druck"
"Drückt","drücken"
"drug","dragen"
"drying","dryehen"
"DThe","DThen"
"dualen","dual"
"duales","dual"
"dudelt","dudeln"
"due","duen"
"Duftstoffe","Duftstoff"
"dunkelbraunes","dunkelbraun"
"dunkle","dunkl"
"durante","duranen"
"Durch","durch"
"Durchfahrt","Durchfahren"
"durchflutet","durchfluten"
"durchforsten","durchforsen"
"durchführt","durchführen"
"durchgemischte","durchgemischen"
"durchgewürfelt","durchgewürfeln"
"durchlebt","durchleben"
"durchleuchtet","durchleuchten"
"durchquert","durchqueren"
"durchsaniert","durchsanieren"
"durchschaust","durchschausen"
"Durchschnitt","Durchschneiden"
"durchschnittliches","durchschnittlich"
"durchzogen","durchziehen"
"Durchzug","Durchzagen"
"dürfest","dürfesen"
"durfte","dürfen"
"during","durehen"
"During","Durehen"
"Duschkabine","Duschkabin"
"Duschräume","Duschraum"
"duscht","duschen"
"Duschvorhang","Duschvorhingen"
"düst","düsen"
"DWir","DWu"
"each","eechen"
"east","eaben"
"eat","eeten"
"eating","eatehen"
"Ebenen","Eben"
"ebenerdiger","ebenerdig"
"Ebenfalls","ebenfalls"
"Ebenso","ebenso"
"ECenter","ECent"
"echt","echen"
"echte","echen"
"echtem","echt"
"echten","echen"
"echter","echt"
"echtes","echt"
"Eck","Ecken"
"Eckbank","Eckbinken"
"ect","ecen"
"edge","edg"
"Egal","egal"
"ehemalige","ehemalig"
"Ehemaligen","ehemaligen"
"ehemaliger","ehemalig"
"ehrenvolle","ehrenvollen"
"ehrliche","ehrlich"
"Eichhaldenstraße","Eichhaldenstraß"
"eigene","eigen"
"Eigene","eigen"
"eigenem","eigen"
"eigenen","eigen"
"eigener","eigen"
"Eigener","eigen"
"eigenes","eigen"
"Eigeninitiative","Eigeninitiativ"
"Eigenschaften","Eigenschafen"
"Eigentlich","eigentlich"
"eigenwillige","eigenwilligen"
"eignet","eignen"
"Ein","ein"
"EIN","ein"
"Einander","einander"
"Einbauküche","Einbauküch"
"Einbauschränke","Einbauschränken"
"einberechnet","einberechnen"
"Einblicke","Einblick"
"einbringst","einbringen"
"einbringt","einbringen"
"Eindruck","Eindrucken"
"eine","ein"
"Eine","ein"
"EINE","ein"
"einegute","eineguen"
"einem","ein"
"Einem","ein"
"einen","ein"
"Einen","ein"
"einer","ein"
"Einer","ein"
"einereine","einerein"
"eines","ein"
"Eines","ein"
"Einfach","einfach"
"einfache","einfach"
"einfachen","einfach"
"einfacher","einfach"
"einfachsten","einfachsen"
"Einfahrt","Einfahren"
"einfällt","einfallen"
"Einfamilienhauses","Einfamilienhaus"
"einfügt","einfügen"
"Eingang","Eingingen"
"EIngangsbereich","Eingangsbereich"
"Eingangstüre","Eingangstürn"
"eingebaut","einbauen"
"eingebaute","eingebauen"
"eingebauten","eingebauen"
"Eingebauter","Eingebaut"
"eingebautes","eingebaute"
"eingebunden","einbinden"
"eingehalten","einhalten"
"eingekauft","eingekaufen"
"eingeladen","einladen"
"eingelassen","einlassen"
"eingenistet","eingenisten"
"eingerechnet","eingerechnen"
"eingerichtet","einrichten"
"Eingerichtet","einrichten"
"eingerichtete","eingerichten"
"eingesetzt","einsetzen"
"eingespannt","eingespennen"
"eingespielte","eingespielen"
"eingestellt","einstellen"
"eingetragen","eintragen"
"eingezogen","einziehen"
"Einhalten","einhalten"
"Einhörner","Einhörn"
"Einige","einige"
"einigermaßen","einigermitzen"
"Einiges","einiges"
"Einkäufe","Einkäufen"
"Einkaufen","einkaufen"
"Einkaufscenter","Einkaufscent"
"Einkaufsliste","Einkaufslisen"
"Einkommensgrenze","Einkommensgrenzen"
"einladendes","einladende"
"einlädst","einlädsen"
"einlädt","einladen"
"einlässt","einlassen"
"Einmal","einmal"
"Einmalig","einmalig"
"einmalige","einmalig"
"einnimmt","einnehmen"
"einplanen","einplan"
"einrichtet","einrichten"
"eins","ein"
"Eins","ein"
"einsam","einsommen"
"einsteht","einstehen"
"Einstieg","Einsteigen"
"einteilt","einteilen"
"einwe","einw"
"Einzelmatratze","Einzelmatratz"
"einzelne","einzeln"
"Einzelne","einzeln"
"einzelnes","einzeln"
"Einziehen","einziehen"
"einziehende","einziehend"
"einziehst","einziehen"
"einzieht","einziehen"
"Einzig","einzig"
"einzigartige","einzigartig"
"einzige","einzig"
"Einzige","einzig"
"einziges","einzig"
"Einziges","einzig"
"Einzug","Einzagen"
"Einzugs","Einzug"
"Einzugsdatums","Einzugsdatum"
"Einzugszeitpunkt","Einzugszeitpunken"
"einzukaufen","einkaufen"
"einzuladen","einladen"
"einzunisten","einzunisen"
"einzurichten","einrichten"
"Eisdiele","Eisdiel"
"Eiseskälte","Eiseskälen"
"Eistruhe","Eistruhen"
"Eisvögel","Eisvogel"
"elect","elecen"
"elegant","eleganen"
"elektrische","elektrisch"
"elektrischen","elektrisch"
"elektrischer","elektrisch"
"Elektrogeräte","Elektrogeräen"
"Element","Elemenen"
"elementare","elementar"
"elevate","elevaen"
"elevator","elevatören"
"elitäres","elitär"
"Elternteile","Elternteil"
"embrace","embrac"
"Emilie","Emili"
"emocionante","emocionanen"
"empathischer","empathisch"
"Empfang","Empfingen"
"empfehle","empfehlen"
"empfehlenswerten","empfehlensweren"
"empfiehlt","empfehlen"
"empfindest","empfindesen"
"empfunden","empfinden"
"empirische","empirisch"
"Empirische","empirisch"
"Empirischer","Empirisch"
"Emprirische","Empririsch"
"Emrah","Emrehen"
"enable","enabel"
"enclosure","enclosuern"
"ende","end"
"Endes","Ende"
"endet","enden"
"Endzwanziger","Endzwanzig"
"energiesparsam","energiesparsommen"
"engagement","engagemenen"
"Engagement","Engagemenen"
"engagiere","engagieren"
"engagierst","engagiersen"
"engagiert","engagieren"
"engagierter","engagiert"
"engaging","engagehen"
"enge","eng"
"enges","eng"
"Engineering","Engineerangen"
"Englischen","Englisch"
"ENGLISH","English"
"ENGLISHAs","Englishas"
"ENGLISHIn","Englishin"
"ENGLISHThe","ENGLISHThen"
"enjoying","enjoyehen"
"enquiries","enquireisen"
"enrolment","enrolmenen"
"enseñarte","enseñaren"
"enspanntes","enspannt"
"ensuring","ensurehen"
"entdeckt","entdecken"
"Enten","Enen"
"enterprising","enterprisehen"
"entertainment","entertainmenen"
"entfällt","entfallen"
"entfernte","entfernen"
"entfernten","entfernen"
"entferntere","entfernt"
"entfliehe","entfliehen"
"entgegengesetzte","entgegengesetzen"
"Entgelt","Entgelen"
"enthält","enthalten"
"Enthalten","enthalten"
"entire","entir"
"entlang","entlingen"
"Entlang","entlang"
"entonces","entonc"
"entrance","entranc"
"entrichten","entrichen"
"entscheidet","entscheiden"
"Entscheidungen","Entscheidung"
"entschieden","entscheiden"
"entsorgt","entsorgen"
"entspanne","entspannen"
"Entspannen","entspannen"
"entspannte","entspannt"
"entspannten","entspannen"
"entspannter","entspannt"
"entspanntes","entspannt"
"entspannteste","entspannt"
"entsprechende","entsprechend"
"entspricht","entsprechen"
"entstanden","entstehen"
"entstandenen","entstanden"
"entsteht","entstehen"
"Entweder","entweder"
"entwickelt","entwickeln"
"epitome","epitomen"
"Epple","Epplen"
"equipment","equipmenen"
"ERASMUS","Erasmus"
"erbaut","erbauen"
"Erbe","Erben"
"Erde","erden"
"Erdgeschoss","Erdgeschoß"
"Erdnussbutter","Erdnussbutt"
"Ereignisse","Ereignis"
"Eres","Er"
"erfahrenen","erfahren"
"erfolgreiches","erfolgreich"
"erfolgt","erfolgen"
"erfreust","erfreusen"
"erfreut","erfreuen"
"erfüllt","erfüllen"
"ergänzt","ergänzen"
"Ergeschoss","Ergeschießen"
"ergibt","ergeben"
"erhält","erhalten"
"erhaltene","erhalten"
"erhaltenen","erhalten"
"erhältst","erhältsen"
"erhöht","erhöhen"
"erhöhte","erhöhen"
"erhöhten","erhöhen"
"erholsamen","erholsam"
"Erholungsort","Erholungsoren"
"erkennst","erkennsen"
"Erker","Erk"
"erklärt","erklären"
"erkundet","erkunden"
"erlaubt","erlauben"
"Erlebnisse","Erlebnis"
"erlebt","erleben"
"erledigt","erledigen"
"erleichtert","erleichtern"
"erleuchtet","erleuchten"
"ermöglicht","ermöglichen"
"ernährst","ernährsen"
"ernährt","ernähren"
"erneuert","erneuern"
"erneut","erneuen"
"ernst","ernsen"
"Ernst","ernst"
"ernsten","ernsen"
"ernsthaft","ernsthafen"
"Ernsthaft","ernsthafen"
"ernsthaftem","ernsthaft"
"Ernte","Ernen"
"erreichbare","erreichbar"
"erreichst","erreichen"
"erreicht","erreichen"
"Ersatzprodukt","Ersatzproduken"
"Ersatztermine","Ersatztermin"
"erscheint","erscheinen"
"ersetzt","ersetzen"
"Erstbezug","Erstbezagen"
"erste","erst"
"Erste","erst"
"erstellt","erstellen"
"erstellten","erstellen"
"ersten","erst"
"Ersten","erst"
"erster","erst"
"erstes","erst"
"Erstes","erst"
"Ersti","Erste"
"Erstmal","erstmal"
"erstreckt","erstrecken"
"Erstsemestler","Erstsemestl"
"erteilt","erteilen"
"erwachsenem","erwachsen"
"erwähne","erwahn"
"Erwähne","Erwahn"
"Erwähnenswert","erwähnenswert"
"erwähnst","erwähnsen"
"erwähnt","erwähnen"
"erwähnte","erwähnen"
"erwähnten","erwähnen"
"erwärmt","erwärmen"
"erwarte","erwarten"
"erwartest","erwartesen"
"erwartet","erwarten"
"erweckt","erwecken"
"erweist","erweisen"
"erweitert","erweitern"
"erweiterten","erweitern"
"erworben","erwerben"
"erzähle","erzählen"
"Erzähle","Erzählen"
"erzählst","erzählsen"
"erzählt","erzählen"
"erzwungene","erzwungen"
"ese","es"
"eskaliert","eskalieren"
"especialmente","especialmenen"
"Ess","Eß"
"Essenskasse","Essenskassen"
"Essnische","Essnisch"
"Esstisches","Esstisch"
"Esszimmer","Eßzimmer"
"Esszimmergenutzten","Esszimmergenutzen"
"este","est"
"estudiantes","estudiant"
"etabliert","etablieren"
"etliche","etlich"
"etlichen","etlich"
"Etwa","etwa"
"etwaige","etwaig"
"Euch","ihr"
"euerem","euer"
"Eugen","Eagen"
"eure","euer"
"Eure","eur"
"eurem","eur"
"euren","euer"
"eurer","euer"
"evening","evenehen"
"eventuell","eventuellen"
"Eventuell","eventuell"
"Eventuelle","Eventuell"
"Everyone","Everyon"
"everything","everythehen"
"EVERYTHING","Everything"
"everywhere","everywher"
"evident","evidenen"
"Evtl","evtl"
"exakten","exaken"
"Examen","Exam"
"example","examplen"
"exams","exam"
"Excellent","Excellenen"
"except","excepen"
"exchange","exchang"
"exchanges","exchang"
"exercise","exercisen"
"existiert","existieren"
"exklusiven","exklusiv"
"expect","expecen"
"expenses","expens"
"experience","experienc"
"experiences","experienc"
"expert","expern"
"Experte","Experen"
"explore","explorn"
"exploring","explorehen"
"exponiert","exponieren"
"exquisiter","exquisit"
"extendable","extendabel"
"Extra","extra"
"extremen","extrem"
"Exzellente","exzellenen"
"exzellenten","exzellenen"
"Fabien","Fabeinen"
"Fabienne","Fabiennen"
"face","fac"
"faces","fac"
"Facharzt","Facharzen"
"Fächer","Fäch"
"Fachidioten","Fachidiieten"
"Fachkräfte","Fachkräfen"
"fachlicher","fachlich"
"Fachwerkhäuser","Fachwerkhaus"
"facilities","faciliteisen"
"facing","facehen"
"fact","facen"
"fading","fadehen"
"fahre","fahren"
"Fahrradabstellplätze","Fahrradabstellplatz"
"Fahrräder","Fahrrad"
"Fahrrädern","Fahrrad"
"Fahrradnimmt","Fahrradnehmen"
"Fahrradparkplätze","Fahrradparkplatz"
"Fahrradräume","Fahrradraum"
"Fahrradroute","Fahrradrouen"
"Fahrrads","Fahrrad"
"Fahrradstadt","Fahrradstaden"
"Fahrradständern","Fahrradständ"
"Fahrradstellplätze","Fahrradstellplatz"
"Fahrradstellplatzes","Fahrradstellplatz"
"fahrradtaugliche","fahrradtauglich"
"Fahrradunterstand","Fahrradunterstehen"
"Fahrraf","Fahrreffen"
"fährst","fährsen"
"Fahrt","Fahren"
"fährt","fahren"
"Fahrten","Fahren"
"faires","fair"
"Fakten","Faken"
"Fakultät","Fakultaten"
"Fakultäten","Fakultät"
"FALL","Fall"
"Fälle","Fall"
"familiäre","familiär"
"familiäres","familiär"
"Familien","Familie"
"Familienhauses","Familienhaus"
"families","famileisen"
"fand","finden"
"fände","fänd"
"fändest","fändesen"
"fängst","fängsen"
"fängt","fangen"
"Fängt","Fängen"
"Fans","Fan"
"fantastische","fantastisch"
"fantastischer","fantastisch"
"Fantasyromane","Fantasyromanen"
"farbentragende","farbentragend"
"fasst","fassen"
"Fast","fast"
"faster","fast"
"faule","faulen"
"favorite","favorien"
"features","featuer"
"Features","Featuer"
"feeling","feelehen"
"Feeling","Feelehen"
"fees","fe"
"fehlende","fehlend"
"Fehlst","Fehlsen"
"fehlt","fehlen"
"fehlte","fehlen"
"Feierabende","Feierabend"
"Feiern","feiern"
"feierst","feiersen"
"feiert","feiern"
"Feiertage","Feiertagen"
"feine","fein"
"feinen","fein"
"feines","fein"
"Feinkostgeschäft","Feinkostgeschafen"
"Felder","Feld"
"Feldern","Feld"
"fell","fellen"
"fellige","felligen"
"female","femal"
"females","femal"
"Females","Femal"
"feministische","feministisch"
"Fensterbank","Fensterbinken"
"Fensterbrettern","Fensterbretter"
"Fensterfront","Fensterfronen"
"Fensterhöhe","Fensterhöhen"
"Fensterwand","Fensterwinden"
"Ferdinand","Ferdinehen"
"fernab","ferneben"
"Ferne","Fern"
"Ferner","fern"
"Fernsehanschluss","Fernsehanschluß"
"fertiggestellt","fertigstellen"
"fest","fesen"
"feste","fest"
"Feste","Fest"
"festen","fe"
"fester","fe"
"Fester","fester"
"festgelegten","festgelegen"
"festinstallierte","festinstallieren"
"Feten","Fen"
"Feuerstelle","Feuerstell"
"fiable","fiabel"
"ficht","fechten"
"fifteen","fifte"
"fighting","fightehen"
"figure","figuern"
"Figuren","Figur"
"figuring","figurehen"
"Filmabende","Filmabend"
"filme","Film"
"Filme","Film"
"Filmeabende","Filmeabend"
"filtering","filterehen"
"finances","financ"
"Finances","Financ"
"finanziell","finanziellen"
"Finanziell","finanziell"
"finanzielle","finanziell"
"finanzieller","finanziell"
"finanziert","finanzieren"
"finde","finden"
"Finden","finden"
"findest","findesen"
"findet","finden"
"finding","findehen"
"fine","fin"
"finishing","finishehen"
"Finnland","Finnlehen"
"fire","fir"
"fireplace","fireplac"
"fires","fir"
"first","firsen"
"fitting","fittehen"
"five","fiv"
"fixen","fix"
"flach","flechen"
"flache","flach"
"flachem","flach"
"Flächen","Fläche"
"flat","fleten"
"Flat","Fleten"
"flatmate","flatmaen"
"Flatmate","Flatmaen"
"flatmates","flatmat"
"Flatrate","Flatraen"
"flatshare","flatshar"
"Flatshare","Flatshar"
"fleischfrei","fleischfrein"
"flexible","flexibel"
"flexibler","flexibel"
"fliege","fliegen"
"Fliegengittern","Fliegengitter"
"Fliesen","Fleisen"
"Fließen","fließen"
"fliesst","fließen"
"fließt","fließen"
"fliest","fliesen"
"flinker","flink"
"Flohmarkt","Flohmarken"
"Flohmärkte","Flohmärken"
"floor","floören"
"flooring","floorehen"
"FLORIAN","Florian"
"floriert","florieren"
"Flucht","Fluchen"
"fluent","fluenen"
"flügelloses","flügellos"
"flure","fluern"
"Fluren","Flur"
"Flurs","Flur"
"Fluss","Fluß"
"flutet","fluten"
"folgende","folgend"
"Folgende","folgend"
"folgendes","folgende"
"Folgendes","Folgend"
"folgt","folgen"
"foodsharing","foodsharehen"
"Foodsharing","Foodsharehen"
"foot","foieten"
"for","fören"
"For","for"
"forest","foresen"
"Forge","Forg"
"forget","forgen"
"Forget","Forgen"
"Formalitäten","Formalitäen"
"Formen","Form"
"forms","form"
"formuliert","formulieren"
"Forschung","forschung"
"fort","foren"
"fortgeschritten","fortschreiten"
"fortgeschrittenen","fortgeschritten"
"Fotografien","Fotografie"
"fotografiert","fotografieren"
"Fotos","Foto"
"frag","friegen"
"Fragen","Frage"
"fragst","fragsen"
"frame","framen"
"Französisch","französisch"
"französische","französisch"
"Französische","französisch"
"französischem","französisch"
"französischen","französisch"
"Französischen","französisch"
"Frauen","Frau"
"frauenfeindliche","frauenfeindlich"
"Free","Fre"
"freedoms","freedom"
"freezer","freez"
"Frei","frei"
"freie","frei"
"freies","freeisen"
"Freifläche","Freiflechen"
"freigegeben","freigeben"
"freigeräumt","freigeräumen"
"Freiräume","Freiraum"
"Freisitzes","Freisitz"
"freistehender","freistehend"
"freiwerdende","freiwerdend"
"freiwilliger","freiwillig"
"Freizeitangebote","Freizeitangebot"
"Fremdwort","Fremdworen"
"freue","freuen"
"Freue","freu"
"Freuen","freuen"
"FREUEN","freu"
"Freunde","Freund"
"Freunden","Freund"
"Freundes","Freund"
"freundliche","freundlich"
"Freundliche","freundlich"
"freundlichem","freundlich"
"freundlichen","freundlich"
"freundlicher","freundlich"
"freundliches","freundlich"
"freundlichste","freundlich"
"Freundschaften","Freundschafen"
"freundschaftliche","freundschaftlich"
"freundschaftlicher","freundschaftlich"
"freundschaftliches","freundschaftlich"
"freust","freusen"
"freut","freuen"
"fridge","fridg"
"fridges","fridg"
"friedlicher","friedlich"
"friedliches","friedlich"
"Friends","Friend"
"Frisch","frisch"
"frischen","frisch"
"Friseure","Friseur"
"Friseurmeile","Friseurmeil"
"Fritz","Fritzen"
"froh","friehen"
"fröhliche","fröhlich"
"fröhliches","fröhlich"
"front","fronen"
"Front","Fronen"
"Früchte","Früchen"
"Früchten","Früchen"
"früherer","früher"
"Früherer","früher"
"früheste","früh"
"Frühstücke","Frühstück"
"Frühstücken","Frühstück"
"Frühstücks","Frühstück"
"Fryer","Fry"
"fuerte","fueren"
"füge","fügen"
"fühle","fühlen"
"Fühlen","fühlen"
"fühlst","fühlsen"
"Fühlst","Fühlsen"
"fühlt","fühlen"
"führt","führen"
"fülle","füllen"
"Funfact","Funfacen"
"fünft","fünfen"
"fünften","fünfen"
"fünfzehn","fünfzehnen"
"fungiert","fungieren"
"funktioniert","funktionieren"
"funktionsfähige","funktionsfähigen"
"Für","für"
"furnishing","furnishehen"
"furniture","furnituern"
"Furniture","Furnituern"
"furnitures","furnituer"
"Furthermore","Furthermorn"
"Fuss","Fuß"
"fuß","Fuß"
"Fussball","Fußball"
"Fuße","Fuß"
"Füße","Füß"
"fussläufiger","fussläufig"
"fußläufiger","fußläufig"
"FußNächste","FußNah"
"Fußreichweite","Fußreichweien"
"fußweite","fußweien"
"füttert","füttern"
"future","futuern"
"Füxe","Füx"
"gab","geben"
"gäbe","geben"
"gaben","geben"
"game","gamen"
"games","gam"
"Gang","Gingen"
"Ganz","ganz"
"ganze","ganzen"
"Ganze","ganz"
"ganzer","ganz"
"ganzes","ganz"
"Ganzes","ganz"
"garage","Garage"
"garantiert","garantieren"
"garantizadas","garantizader"
"Gardening","Gardenehen"
"Garderobe","Garderoben"
"Gärten","Gären"
"Gartenabschnitt","Gartenabschneten"
"Gartenetage","Gartenetagen"
"Gartengeräte","Gartengeräen"
"Gartengeschoss","Gartengeschoß"
"Gartenlaube","Gartenlauben"
"Gartenterasse","Gartenterassen"
"Gärtner","Gärtn"
"gärtnert","gärtnern"
"gasse","gassen"
"Gasse","Gassen"
"GAST","Gaben"
"Gäste","Gäsen"
"Gästematratze","Gästematratzen"
"Gästetoilette","Gästetoilett"
"Gästezimmers","Gästezimmer"
"gave","gav"
"geachtet","achten"
"gearbeitet","arbeiten"
"gebacken","backen"
"Gebäuden","Gebäude"
"Gebäudes","Gebäude"
"gebaut","bauen"
"gebaute","gebaut"
"gebe","geben"
"gebeten","geben"
"Gebiet","Gebaten"
"Gebiete","Gebien"
"geblieben","bleiben"
"gebracht","bringen"
"gebrauche","gebrauchen"
"gebrochen","brechen"
"gebruncht","brunchen"
"gebt","geben"
"gebucht","buchen"
"gebüffelt","büffeln"
"Geburtstage","Geburtstag"
"Geburtstagspartys","Geburtstagsparty"
"gedachte","gedachen"
"gedämmt","dämmen"
"Gedankengut","Gedankenguen"
"Gedichte","Gedichen"
"Gedränge","gedrängen"
"geeigneten","eigneten"
"geeinigt","einigen"
"geerntet","ernten"
"gefahren","fahren"
"gefällt","gefallen"
"gefeiert","feiern"
"gefestigen","festigen"
"gefliest","fliesen"
"gefragt","gefragen"
"Gefrierschränke","Gefrierschränken"
"Gefriertruhe","Gefriertruhen"
"gefrühstückt","frühstücken"
"Gefühle","Gefühl"
"gefühlt","fühlen"
"gefühltes","gefühlt"
"geführt","führen"
"gefunden","finden"
"gegammelt","gammeln"
"gegeben","geben"
"gegebenen","geben"
"Gegebenenfalls","gegebenenfalls"
"Gegen","gegen"
"gegengleich","gegengleichen"
"gegenseitige","gegenseitig"
"gegenseitiger","gegenseitig"
"Gegenseitiger","gegenseitig"
"Gegenstand","Gegenstehen"
"Gegenstände","Gegenstand"
"Gegenüber","gegenüber"
"Gegenzug","Gegenzagen"
"gegliedert","gliedern"
"gegrillt","grillen"
"Gegröle","Gegrölen"
"gegründet","gründen"
"gegründete","gegründet"
"geguckt","gucken"
"geh","gehen"
"Geh","gehen"
"Gehabe","Gehaben"
"gehalten","halten"
"gehaltener","gehalten"
"gehandhabt","handhaben"
"gehe","gehen"
"Gehege","Gehegen"
"geheimnisvollen","heimnisvollen"
"geheizt","heizen"
"Geheizt","Geheizen"
"Gehen","gehen"
"gehörender","gehörend"
"gehört","gehören"
"gehörten","gehören"
"gehst","gehen"
"geht","gehen"
"Geht","gehen"
"Gehweite","Gehweien"
"Gehzeit","hzeien"
"Geige","Geigen"
"Geigerle","Geigerlen"
"geilem","geil"
"geimensame","geimensamen"
"Geist","Geisen"
"Geistes","Geist"
"geistiger","geistig"
"gejoggt","joggen"
"gekachelt","kacheln"
"gekauft","kaufen"
"gekehrt","kehren"
"gekennzeichnet","kennzeichnen"
"gekitzelt","kitzeln"
"geklappt","klappen"
"geklärt","klären"
"geklärten","geklären"
"Gekocht","gekocht"
"gekochtes","gekocht"
"gekommen","kommen"
"gekümmert","kümmern"
"gekündigt","kündigen"
"gekürzt","kürzen"
"gelacht","lachen"
"gelagert","lagern"
"Gelände","Geland"
"gelandet","landen"
"gelangst","gelangen"
"gelangt","gelangen"
"gelassen","lassen"
"gelaufen","laufen"
"gelbes","gelb"
"gelebt","leben"
"geleert","leern"
"gelegen","liegen"
"gelegene","legen"
"gelegenen","legen"
"gelegener","gelegen"
"gelegentlich","gelegentlichen"
"Gelegentlich","gelegentlich"
"gelegentliche","gelegentlich"
